title,postingFrom,permalink,shortDescription,postingDate,mailToLink
seeking ride omaha to chicago for turkday tuesday 11/20: sandy relief (united states),omaha,http://omaha.craigslist.org/rid/3403235744.html,"i don't have much to offer moneywise, but i definitely have some conversation and amusement up my sleeve.. i'm a traveller heading home to chicago before my next big adventure. i plan on making it to nyc in efforts to help with the sandy relief befor [...]",2012-11-11T19:54:38-06:00,emailnotfound
need ride,omaha,http://omaha.craigslist.org/rid/3402177850.html,need ride to kansas city tuesday am call 402-452-9564,2012-11-11T11:13:18-06:00,emailnotfound
need ride,omaha,http://omaha.craigslist.org/rid/3401965056.html,"need ride from south omaha to chic fillet n bellvue, plz call 402 714 2481 asap plz n thx",2012-11-11T09:28:47-06:00,emailnotfound
offering ride to omaha 3nights weekly (fremont),omaha,http://omaha.craigslist.org/rid/3393937204.html,"i work in omaha thurs,fri,and sat . i leave fremont around 4-5 and return around 3 am . so if you need ride to omaha let me know just help with gas i can fit any where from 1 to 9 passengers. . if a ride is not for you then i can pick up packages and [...]",2012-11-10T12:02:52-06:00,emailnotfound
jitney driver offering rides in omaha area (omaha area),omaha,http://omaha.craigslist.org/rid/3339609906.html,need a ride to the store or to the mall doctor appt. give me a call cheap rates also will do a round trip for a good price call 4022085719 ask for tee.,2012-11-10T08:10:36-06:00,emailnotfound
"heading west (ft collins, co.)",omaha,http://omaha.craigslist.org/rid/3396312379.html,"i'm heading out later tonite or early tomorrow, if ya need a ride between ames, iowa and cheyenne, wyoming. call me asap @ 970 402-9522 
alan",2012-11-08T17:11:44-06:00,emailnotfound
ride needed to nebr city  (south omaha),omaha,http://omaha.craigslist.org/rid/3395386319.html,need a ride to nebraska city to look at a car.. maby return trip too.. 67 mwm south omaha area.. about 50 miles too and from.. will pay all fuel costs.. please send an e-mail if interested in helping thanks dave,2012-11-08T11:10:13-06:00,emailnotfound
need a ride to kansas city around dec 1st?!?!? (omaha),omaha,http://omaha.craigslist.org/rid/3393432892.html,"hey, my name is mikee and i need a ride to kansas city around the first of december to see my family for the holidays. i would be able to throw down some gas money as well as keep you company. if i don't get i ride i will probably have to hitch hike, [...]",2012-11-07T13:42:50-06:00,emailnotfound
looking for a ride to work (omaha),omaha,http://omaha.craigslist.org/rid/3392741072.html,"i am looking for a reliable ride from my house to my babysitter's to drop off my son and then to get me to work on a regular basis during the week. please contact for details on where i need to go, i can do up to $50/week. 928-420-5586 txt is easier  [...]",2012-11-07T09:27:26-06:00,emailnotfound
"omaha to chicago, ride offered, 9/9 (omaha)",omaha,http://omaha.craigslist.org/rid/3391867207.html,"offering rideshare from omaha to chicago area this friday afternoon, 9/9/2012. pay half gas and tolls, which is $40. option to return to omaha on sunday if so desired. call 402-739-0543 if intrerest of if you have any questions.",2012-11-06T19:26:27-06:00,emailnotfound
ride offered to iowa & mn (omaha),omaha,http://omaha.craigslist.org/rid/3390913842.html,"hello, 
i'm headed to minnesota, going through omaha on the 80 to des moines then north to minnesota. i'm willing to drop you off at your front door if you need a ride. we have room at the moment for 1 or 2, and a small amount of baggage. if you're i [...]",2012-11-06T12:31:18-06:00,emailnotfound
ride offered 11/11 omaha to portland,omaha,http://omaha.craigslist.org/rid/3383981163.html,"ride offered 11/11 omaha to portland 
cost is 130 = 1/2 of gas 
call 850-866-9040",2012-11-06T11:37:43-06:00,emailnotfound
oregon bound  (kansas),omaha,http://omaha.craigslist.org/rid/3389821383.html,hello all heading to salem oregon on 11/7 or 11/8 im 40 i smoke looking for some one that whats to share the expenses and driving there if interested call or text 785 741 4588 ty nathan ,2012-11-05T22:44:53-06:00,emailnotfound
"central iowa to pittsburgh, pa 11-17 (weirton, wv)",omaha,http://omaha.craigslist.org/rid/3387290614.html,"hello, looking to catch a ride from somewhere in central iowa to the pittsburgh, pa area leaving friday the 16th or saturday the 17th. will help with fuel expenses and what have you. please call john with your itinerary at 515-227-1087 heading home t [...]",2012-11-04T21:47:43-06:00,emailnotfound
need a ride to norcal????? (north of sf-bay area),omaha,http://omaha.craigslist.org/rid/3387203889.html,"leaving tuesday for northern cal., looking for a rider to share gas, expenses, etc. let me know.....thanks",2012-11-04T20:44:42-06:00,emailnotfound
ride offered to cincinnati (from omaha),omaha,http://omaha.craigslist.org/rid/3386761301.html,"leaving for cincinnati tomorrow, have room for 1 person & 2 bags. will be leaving cincinnati on sat, nov 10 to return to omaha, ne. no need for gas money as using company vehicle",2012-11-04T16:31:50-06:00,emailnotfound
omaha to california area (omaha),omaha,http://omaha.craigslist.org/rid/3385295837.html,"driving out to california and leaving saturday november 10 from omaha. looking for friendly company to ride with me and help with gas costs along the way. i plan on driving from omaha to salt lake city and to the los angeles area from there, if you'r [...]",2012-11-03T23:10:10-05:00,emailnotfound
jitney limo service (omaha),omaha,http://omaha.craigslist.org/rid/3381519790.html,serving the greater omaha area.,2012-11-02T10:37:55-05:00,emailnotfound
24/7 driver  (omaha ),omaha,http://omaha.craigslist.org/rid/3324342679.html,if you need a ride call or text 4028501718 quick and courteous ,2012-10-31T14:14:33-05:00,emailnotfound
in need of ride to chicago for t-giving (omaha),omaha,http://omaha.craigslist.org/rid/3376935012.html,"my brother and i are looking for a ride to chicago for thanksgiving. ideally, heading out tuesday or wednesday before thanksgiving. willing to split gas and driving. 21 year old male twins, easy going, army cadets, help would much appreciated.",2012-10-31T09:44:58-05:00,emailnotfound
dependable low cost travel to any city,omaha,http://omaha.craigslist.org/rid/3327807592.html,"**this is a limited time offer** 
we are a wholesale travel agency that specializes in providing the best price for travel on amtrak as well as greyhound bus lines. since we are an online only travel booker, we are able to further discount travel tic [...]",2012-10-29T21:16:15-05:00,emailnotfound
"raleigh, nc to omaha, ne for thanksgiving! (raleigh, nc/omaha, ne)",omaha,http://omaha.craigslist.org/rid/3373214617.html,"hello cl! i'm a 22 year old young professional female heading to omaha for thanksgiving to visit friends. i'll be leaving wednesday, november 21st and coming back sunday, november 25th. i'm mostly interested in splitting the driving, although if you  [...]",2012-10-29T15:15:29-05:00,emailnotfound
looking for ride will split gas (omaha to kc),omaha,http://omaha.craigslist.org/rid/3371465526.html,"looking to leave this coming weekend on friday november 2nd or saturday november 3rd. my number is 402-306-4880. im buying a jeep from a guy near kansas city and im just going to drive it back home to omaha, call me and let me know asap please thanks [...]",2012-10-28T19:24:31-05:00,emailnotfound
ride needed monday morning (millard to bellevue),omaha,http://omaha.craigslist.org/rid/3371169690.html,i am visiting my elderly parents in omaha and need a ride from approximately 127th and q street in millard to 3602 edgerton dr. in what i think is bellevue. (this is near highway 370 and comstock.) i need to be there by 11:15 but can arrive much earl [...],2012-10-28T16:40:14-05:00,emailnotfound
headed east to chicago.,omaha,http://omaha.craigslist.org/rid/3370659435.html,"full size truck going to chicago. i can tow a trailer, dolly, anything. have room for 2 passengers, and lots of cargo. trying to leave asap. can drop off anywhere along the way. 702.900.7992. 
in las vegas now",2012-10-28T12:27:12-05:00,emailnotfound
gordon ne to bartlesville ok,omaha,http://omaha.craigslist.org/rid/3367870265.html,looking for a ride willing to pay gas,2012-10-27T00:09:21-05:00,emailnotfound
"looking for a ride (omaha, ne)",omaha,http://omaha.craigslist.org/rid/3366428226.html,my last car broke down and i will not have the money to get another one for awhile so i'm looking for a ride/carpool to my full time job and dropping my son off at babysitters before and picking him up after work. my shift is 1:30-10pm but will be ch [...],2012-10-26T11:43:00-05:00,emailnotfound
bryan elementary (144th and q),omaha,http://omaha.craigslist.org/rid/3365049880.html,"looking for any parents transporting from bryan elementary to help with transportation for my daughter to daycare about 6 blocks from the school everyday mon-fri, am pre school is out at 1130. will pay for the rides.",2012-10-25T17:46:52-05:00,emailnotfound
ride needed - omaha to denver on sun 10/28 (omaha),omaha,http://omaha.craigslist.org/rid/3362068871.html,"i'm looking for a ride from omaha to denver. 
leaving october 28th. depending on gas efficiency of your vehicle i'm willing to pitch more for gas or less. i'm very easy going, friendly, i have a lot of stories and love to hear stories. i've been trav [...]",2012-10-24T13:37:00-05:00,emailnotfound
need a ride  (to springfield mo),omaha,http://omaha.craigslist.org/rid/3359787943.html,i am pregnant and my brother and i need a ride to springfield mo on the date of october 31st or november 1st we are trying to start a new life and we would like help please contact me at (402)813-3058 if you can help thank you and god bless,2012-10-23T14:43:08-05:00,emailnotfound
"trying to get to bemidji, mn (bemidji, mn)",omaha,http://omaha.craigslist.org/rid/3359105007.html,"trying to get to bemidji, minnesota by the end of this week to start a job which will last through the winter. i am supposed to winterize someone""s house in exchange for staying there throught until spring. really need this ride, have gas money. also [...]",2012-10-23T10:40:13-05:00,emailnotfound
orlando to omaha (orlando),omaha,http://omaha.craigslist.org/rid/3357373624.html,have a dog that won't go on a plane any trucks drivers going that way.,2012-10-22T15:12:37-05:00,emailnotfound
50/50 on gas expense (omaha  to k.c.),omaha,http://omaha.craigslist.org/rid/3355555763.html,"heading out (one way only) towards kansas city area tomorrow (monday, oct. 22nd). 
i have an an a.m. appt. in omaha that should be over by approx. 8 or 8:30 am at the very latest, and then i have another appt. in k.c. area at 12:30 pm, so time will d [...]",2012-10-21T19:56:07-05:00,emailnotfound
vehicles driven for snowbirds & others  (omaha / lincoln / greater nebraska &amp; iow),omaha,http://omaha.craigslist.org/rid/3348707124.html,"not really a rideshare but a way to get your vehicle someplace warm this winter. retired airline employee can drive your car pretty much anywhere in usa. walk off the airplane & i'm at the curb with your vehicle. 
references available upon request 
c [...]",2012-10-21T14:18:30-05:00,emailnotfound
heading west on i-80 (san francisco),omaha,http://omaha.craigslist.org/rid/3352855167.html,"i'm leaving south bend, in tomorrow morning (sunday 21st). 
if you need a ride out west, and have some $$ for gas, great! i could use some help driving as long as you're legal. 
i'm a hang gliding instructor heading home to oakland. 
give me a call,  [...]",2012-10-20T14:12:16-05:00,emailnotfound
needing late night transportation (omaha),omaha,http://omaha.craigslist.org/rid/3348142053.html,"i am having trouble finding an apartment that is within walking distance of my work. i usually ride the bus however i get off work around midnight thursday through sunday, which means i have to walk. i work downtown and am unsure where i would be mov [...]",2012-10-18T13:52:58-05:00,emailnotfound
"omaha 2 west coast, yuma (omaha)",omaha,http://omaha.craigslist.org/rid/3347735664.html,"leaving omaha, heading back out west, destanation unclear maybe yuma, or some where in arizonia, need help driving, any thing you can help out with gas will be grateful, can drop you off at your distanation on my way, my rought has not bee set so it  [...]",2012-10-18T11:28:25-05:00,emailnotfound
ride offered - omaha to sioux falls on mon 10/22 (omaha),omaha,http://omaha.craigslist.org/rid/3347152838.html,"i'm offering a ride from omaha to sioux falls. 
leaving october 22nd. i have been a flight attendant for 26 years, live in sioux falls now, based in phoenix. i often drive between sioux falls to minneapolis, or to omaha depending on where i can get f [...]",2012-10-18T06:37:39-05:00,emailnotfound
"ride offered to boulder, co 10/23",omaha,http://omaha.craigslist.org/rid/3346832725.html,"laid back dude driving to boulder on tuesday. looking to split gas, driving a yaris. able to leave a day or two earlier if need be. 
send me an email if you're interested.",2012-10-17T22:39:18-05:00,emailnotfound
ride to and from work needed (west omaha),omaha,http://omaha.craigslist.org/rid/3341722819.html,i need a ride from around 144th and center to around 108th and l monday - friday by 8 am and then the other direction after 5. would anybody be going that way that would want a passenger that's willing to pay a reasonable amount or do you know of any [...],2012-10-15T20:02:37-05:00,emailnotfound
need ride.  offering gas $ (omaha to denver),omaha,http://omaha.craigslist.org/rid/3337626718.html,"on wednesday october 17, i will need a ride from omaha to denver. i will cover gas and i'm a cool guy to talk to. 
email me. ",2012-10-13T23:38:20-05:00,emailnotfound
you pay gas - i drive - omaha area to central indiana,omaha,http://omaha.craigslist.org/rid/3337140114.html,"my aunt died this morning and i really want to go to the funeral, which will probably be tuesday or wednesday. if you are willing to pay $40 one-way or $80 round trip for the gas, i am more than willing to drive you. most likely be gone 3-4 days. fle [...]",2012-10-13T17:47:33-05:00,emailnotfound
"omaha to fort collins, co (oct 23/24(ish))",omaha,http://omaha.craigslist.org/rid/3335243611.html,"ride offered from omaha to fort collins or denver, co 
oct 23-24th ish. 
split gas, great conversation with a 26 yr old girl on a journey",2012-10-12T20:26:03-05:00,emailnotfound
going to little rock this weekend (144th and maple),omaha,http://omaha.craigslist.org/rid/3330925527.html,anyone want to share a ride? i will go on friday evening and start to come back on monday afternoon.,2012-10-11T01:43:47-05:00,emailnotfound
need a ride (west omaha),omaha,http://omaha.craigslist.org/rid/3329913840.html,"my kids and i will need rides monday-friday in the am, while my car is being worked on. we live in west omaha. my kids would need to be dropped off at the sitter and i need a ride to work. i work close to uno. iam able to pay. this would start in 2 w [...]",2012-10-10T15:35:44-05:00,emailnotfound
headed to california (omaha),omaha,http://omaha.craigslist.org/rid/3329753460.html,headed to west califas call rich 415-646-6226 room for 7 boxes and furniture also leaving tonight early morning,2012-10-10T14:32:36-05:00,emailnotfound
need ride from omaha to lincoln  (omaha),omaha,http://omaha.craigslist.org/rid/3329410516.html,i am a 30 yr old female and i need a ride to lincoln its very important that i get there please help me ,2012-10-10T12:29:35-05:00,emailnotfound
looking for ride to northwestern game,omaha,http://omaha.craigslist.org/rid/3318193020.html,"looking for a ride to chicago for the northwestern game leaving either thursday or friday october 18, or 19 and 
returning on sunday october 21. will help pay for gas. 
thanks for consideration, 
ron 
email back or call 402-612-2435",2012-10-05T11:02:54-05:00,emailnotfound
"ride offer to lake tahoe,co,wy,ut,nv,ca (omaha)",omaha,http://omaha.craigslist.org/rid/3315808358.html,"leaving for lake tahoe ca, can drive to denver if need be. 
other than that we will be driving through ne,wy,ut,nv 
help with gas and you gotta ride :) ",2012-10-04T10:41:32-05:00,emailnotfound
anyone going towards madison wisconsin this weekend? (omaha),omaha,http://omaha.craigslist.org/rid/3315600850.html,need some extra gas money. looking for a friendly travel companion? look no further.... get in touch if you are heading towards this vicinity ,2012-10-04T09:14:46-05:00,emailnotfound
dependable ride needed (carter lake to cb),omaha,http://omaha.craigslist.org/rid/3312557709.html,"for about two months, i need a ride for the following: 
mondays, carter lake to tj by 7, then to wilson, then to work by 8am 
tuesday -- friday, carter lake, to wilson jr high, to my work in downtown cb by 8am 
both schools are on my way to work, so  [...]",2012-10-02T20:55:44-05:00,emailnotfound
"omaha to denver, eventually az (omaha)",omaha,http://omaha.craigslist.org/rid/3283858035.html,"i'll be leaving for arizona friday evening sept 21. passing through denver, co. 
i have room for maybe 2. small coupe car. all i ask is you pay some gas. i have a fb profile to prove i'm a real person. (: if i have any ?s, go ahead & shoot me a msg. ",2012-09-20T01:29:47-05:00,emailnotfound
omaha to kci for two! 9/19  (9/20 early morning!),omaha,http://omaha.craigslist.org/rid/3283042467.html,from omaha to kci airport! two people will pay $75.00 402-709-0736,2012-09-19T16:28:11-05:00,emailnotfound
