title,postingFrom,permalink,shortDescription,postingDate,mailToLink
offered knoxville tn to vancouver bc (knoxville),chattanooga,http://chattanooga.craigslist.org/rid/3396750106.html,"hi 
i'm driving from knoxville to houston to vancouver bc 
i'm 48 non smoker driving my semi 
call or text colin 
509-961-3420",2012-11-08T22:10:36-05:00,emailnotfound
rider or cargo to chi/michigan,chattanooga,http://chattanooga.craigslist.org/rid/3395465332.html,"i'll be leaving from dalton, ga this saturday morning (11/10) and driving to either chicago, the kalamazoo area, or points in between. can take either one peaceful, non-smoking rider, or small amount of cargo. i have a 1999 chrysler town and country  [...]",2012-11-08T12:38:33-05:00,emailnotfound
ride needed  to  nj (knoxville),chattanooga,http://chattanooga.craigslist.org/rid/3387621539.html,"any 1 headed to nj via knoxville and up 81?? i need a ride due to work. i dont smoke, ok if u do. i have no criminal record whatsoo ever i am personable, can share driving and gas i need to leave asap 865-206-8190",2012-11-05T06:13:02-05:00,emailnotfound
need ride from cleveland tn or chattanooga to jacksonville fl,chattanooga,http://chattanooga.craigslist.org/rid/3378350687.html,"dec 2 any time white 59 yr old great driver can drive anything and help with pets 
or can tansport your car...low low fee 904 272 7884",2012-10-31T21:35:05-04:00,emailnotfound
car hauler to florida ,chattanooga,http://chattanooga.craigslist.org/rid/3372268577.html,"leaving chattanooga on the 1st of nov headed to miami 
call mike 7609546281",2012-10-29T10:05:12-04:00,emailnotfound
looking for a ride chattanooga to new orleans asap,chattanooga,http://chattanooga.craigslist.org/rid/3366450590.html,"ello, 
my friend and i are trying to find a way to new orleans oct 29 or as close to such date. 
we are in chattanooga. 
thank you 
email or text @ (423)991-2418",2012-10-26T12:51:20-04:00,emailnotfound
need ride cleveland tn to nashville tn (cleveland),chattanooga,http://chattanooga.craigslist.org/rid/3365806963.html,"anyone going to nashville saturday the 27th? all my rides have cancelled, i need to get to the exit in for a concert that starts around 7pm, tomahawk is playing, will pay gas. also need ride back late saturday or early sunday...thanks",2012-10-26T06:53:56-04:00,emailnotfound
ride offer - heading to florida,chattanooga,http://chattanooga.craigslist.org/rid/3361937238.html,"heading to florida via 1-70 east. 
leaving thursday, 10/25 and driving straight to gainesville. 
can pick up or drop off anywhere along the interstate. 
call/text: 225 329 four eight 20 
or 814 558 six six 10 ",2012-10-24T13:49:40-04:00,emailnotfound
needing ride to or close to indiana for aunts funeral  (cleveland tn),chattanooga,http://chattanooga.craigslist.org/rid/3340929073.html,hello me and my bf need a ride to either indiana or kentucky for my boyfriends aunts funeral. her funeral is wed so if anyone could please help it would mean allot to us. we don't really have much money for he gets paid on friday which by then would  [...],2012-10-15T15:17:21-04:00,emailnotfound
rideshare needed for my arcade machine to california (chattanooga to california),chattanooga,http://chattanooga.craigslist.org/rid/3274757859.html,"***** rideshare needed for my arcade machine to california ***** 
* hoping to find someone going to california sacramento area 
* have a standup arcade machine needing to be picked up in the chattanooga area and dropped off in the sacramento californ [...]",2012-10-15T11:14:39-04:00,emailnotfound
mercedes ride to nashville (chattanooga area),chattanooga,http://chattanooga.craigslist.org/rid/3328972564.html,"on the afternoon of october 23rd i will be driving my black mercedes up to nashville. 
please contact me if you need a ride in that direction. 
my daughter is a utc student and i own a limousine service. 
visa/mc/amex/cash 
615-562-0005",2012-10-13T11:45:48-04:00,emailnotfound
chattanooga to merritt island (fl),chattanooga,http://chattanooga.craigslist.org/rid/3330976794.html,driving to fl later tonight prob leaving around 8pm. i am going to merritt island. can drop off anywhere inbetween. one way only. just need help with gas possibly driving if applicable. no pets&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;no spammers type ride [...],2012-10-11T04:20:24-04:00,emailnotfound
i-59 to/from trenton (rising fawn),chattanooga,http://chattanooga.craigslist.org/rid/3327107378.html,"hi, i'm trying to get from indianapolis to rising fawn, ga near trenton. greyhound will get me to chattanooga, but not further down i-59. i'm trying to get there by oct 24th. anybody headed that way? it's only about 30 miles. if i can't find a ridesh [...]",2012-10-09T12:50:02-04:00,emailnotfound
81 north bound,chattanooga,http://chattanooga.craigslist.org/rid/3320778960.html,leaving chattanooga monday looking for someone to share gas and driving heading back sat from new london or new haven ct,2012-10-06T14:12:12-04:00,emailnotfound
chattanooga to daytona beach (chattanooga to daytona),chattanooga,http://chattanooga.craigslist.org/rid/3315958211.html,"i will be heading to daytona beach area on monday; october 15, 2012 if you need a ride. cost depends on where your going if not all the way. :) ",2012-10-04T12:37:34-04:00,emailnotfound
"do you need a ride? (tn to ca) (chattanooga, tn)",chattanooga,http://chattanooga.craigslist.org/rid/3314978278.html,"hi we're a couple that will be going to california along i-40 and we 
have two small dogs that go everywhere with us. we have made this 
trip several times and we are ca residents. the trip should take a 
maximum of 4 days. 
our ideal ride-share is p [...]",2012-10-03T22:42:05-04:00,emailnotfound
