title,postingFrom,permalink,shortDescription,postingDate,mailToLink
i need a ride to las vegas (14_17),lexington,http://lexington.craigslist.org/rid/3401582075.html,can help with gas,2012-11-11T03:11:14-05:00,emailnotfound
"need ride to clarksville, tn (lexington)",lexington,http://lexington.craigslist.org/rid/3401386556.html,"i'm looking for a ride from lexington, ky to clarksville, tn on thursday, november 15, 2012. 
i'm willing to help pay for gas for the trip. if you have any questions, please call or text me at 931-220-1112. 
thanks.",2012-11-10T23:17:11-05:00,emailnotfound
commute from lexington to louisville (lexington),lexington,http://lexington.craigslist.org/rid/3392851479.html,"i am looking for someone to carpool with to louisville mon- fri, 7:00 - 5:00. if anyone is interested please send me an email with your contact number and the dates/times that you drive to louisville from lexington. ",2012-11-07T11:11:58-05:00,emailnotfound
"ride offered: cincinnati to pittsburgh to nyc, leaving 11-6 (cincinnati)",lexington,http://lexington.craigslist.org/rid/3372242891.html,"i know it's a long shot but i am posting in lexington craigslist anyway. anyone who can get to cinci on nov 6 i will be driving east all the way to new york city. the cost would be about $40 for the ride, you would have to get to cincinnati yourself.",2012-11-05T10:32:53-05:00,emailnotfound
leaving for nashville mon or tues,lexington,http://lexington.craigslist.org/rid/3383813202.html,"i will be leaving from lex either mon or tues for nashville. if you need a ride and can help pay for gas please call. 480-529-2336 
thanks, 
carl",2012-11-03T11:44:24-04:00,emailnotfound
6 am 5 days a week  (broadway to boston rd),lexington,http://lexington.craigslist.org/rid/3378941427.html,i am interviewing for a job at creation kingdom on boston rd. i live on s broadway. some mornings i will need to be there at 6 am. the bus doesn't run early enough for me to get there in time. i am looking to carpool with someone and split gas money. [...],2012-11-01T09:26:06-04:00,emailnotfound
headed to houston,lexington,http://lexington.craigslist.org/rid/3377851865.html,"driving a nice full-size crew cab pulling enclosed trailer full of vintage motorcycles. going down for national motocross races. 
leaving wednesday nov7 or thursday nov8, from richmond. can begin in lexington. will pass through nashville tn, memphis  [...]",2012-10-31T16:53:31-04:00,emailnotfound
"need ride from lexington to durham (berea, ky)",lexington,http://lexington.craigslist.org/rid/3373366543.html,"hey, i'm trying to get from berea/lexington to durham, nc by end of day wednesday. happy to share costs. hit me back soon, limited internet.",2012-10-29T17:18:55-04:00,emailnotfound
"ride offered - lex to memphis nov 5  (lexington, ky)",lexington,http://lexington.craigslist.org/rid/3372413389.html,"i'm driving from lexington to memphis, passing through nashville. leaving first thing in the morning, returning the following morning. wanna come? pay share of gas, it would be great if you could do some driving as well. i have a spacious hatchback i [...]",2012-10-29T11:12:03-04:00,emailnotfound
leaving for cincy&gt;dayton&gt;ft. wayne..on monday,lexington,http://lexington.craigslist.org/rid/3365550139.html,"i will be leaving for ft. wayne this monday..oct. 29. going through cincy and dayton. i only ask for money to help with gas. 
480-529-2336..ask for carl 
thanks",2012-10-25T23:51:25-04:00,emailnotfound
"i have truck, trailer, and time, where to?  (lexington )",lexington,http://lexington.craigslist.org/rid/3301727257.html,"i have a couple of trucks, and a ford excursion and a couple of different sized trailers. i can take you and your items where ever you need to go. basically ill be looking for the cost of gas round trip, and a few bucks for my time. 
would consider i [...]",2012-10-25T23:46:46-04:00,emailnotfound
need ride from lex to nashville for tomahawk concert this saturday!!! ((mike patton yay)),lexington,http://lexington.craigslist.org/rid/3362700420.html,"one of my favorite bands, tomahawk, will be playing in nashville this saturday but i don't have enough gas money to make it. if anyone is heading that way i would love to catch a ride.",2012-10-24T18:54:21-04:00,emailnotfound
ride offered - richmond to lexington on wed 10/24 (richmond),lexington,http://lexington.craigslist.org/rid/3361983463.html,"i'm offering a ride from richmond to lexington. 
leaving october 24th returning october 24th. we are all a little weird and life's a little weird, and when we find someone whose weirdness is compatible with ours, we join up with them and carpool. :-) [...]",2012-10-24T14:06:08-04:00,emailnotfound
ride offered - lexington to nashville on fri 10/26 (lexington),lexington,http://lexington.craigslist.org/rid/3358994386.html,"i'm offering a ride from lexington to nashville. 
leaving october 26th returning october 27th. the civic is heading down to nashville so we catch catch day 1 of the with your friends festival - skrillex and pretty lights in concert.
we will be headin [...]",2012-10-23T10:59:11-04:00,emailnotfound
from georgetown to cherry blossom,lexington,http://lexington.craigslist.org/rid/3355245200.html,trying desperately to keep a good job. i live in georgetown and need a ride to orbis near pilot. if you can help please contact. thank you.,2012-10-21T18:09:51-04:00,emailnotfound
car broke down and am stuck in berea ky (berea ky),lexington,http://lexington.craigslist.org/rid/3355106271.html,hello my name is preston i am a 32 year old male army vet have wife and kids back home in bay st louis ms am needing ride asap. i came to lexington ky to attend an old army buddies funeral and my car overheated and threw a rod so i am stuck in berea  [...],2012-10-21T17:01:17-04:00,emailnotfound
"going to n. dakota anyone need a ride (columbia, ky)",lexington,http://lexington.craigslist.org/rid/3354639370.html,i will be driving to n. dakota in a week or so. i would like to find someone to help drive and split fuel expenses.,2012-10-21T13:28:03-04:00,emailnotfound
need ride to charlotte from lexington (lexington),lexington,http://lexington.craigslist.org/rid/3352540983.html,"need ride to charlotte from lexington any week end i am male and share expenses. 
please send me an email at shaikvcs@gmail.com 
thank you ",2012-10-20T13:10:05-04:00,emailnotfound
ride offered lexington- louisville (united states),lexington,http://lexington.craigslist.org/rid/3351944155.html,"i am going to from lexington to louisville sometime this afternoon (saturday oct. 20th). let me know if you'd like a ride and are willing to share gas expenses. 
i will be heading back to lexington from louisville on sunday the 21st in the afternoon  [...]",2012-10-20T08:35:19-04:00,emailnotfound
lexington to louisville (lexington),lexington,http://lexington.craigslist.org/rid/3351194681.html,"going to loiusville on monday, hit me up if you like to share some gas expensives. only asking for 20 or so",2012-10-19T19:47:07-04:00,emailnotfound
need ride to charlotte from lexington (lex to charlotte),lexington,http://lexington.craigslist.org/rid/3349497412.html,"i need ride to charlotte from lexington any weekend, please let me know if you have space. pls reach me atshaikvcs gmaildotcom 
thank you ",2012-10-19T07:33:39-04:00,emailnotfound
ride offered lexington-louisville,lexington,http://lexington.craigslist.org/rid/3347378241.html,"i am driving from lexington to louisville on thursday the 18th. i am planning to leave lex around 3:30 but can be flexible. i have room for a few people in the car, let me know if you want to share in gas expenses. thanks.",2012-10-18T10:08:56-04:00,emailnotfound
ride from lexington-louisville,lexington,http://lexington.craigslist.org/rid/3346401382.html,i am going from lexington to louisville on thursday afternoon october 18th and have a few extra seats in my car. i am somewhat flexible on the time but need to be in louisville by 6pm. let me know if you are interested in sharing in gas expenses. tha [...],2012-10-17T19:24:52-04:00,emailnotfound
looking for ride to wv (lexington),lexington,http://lexington.craigslist.org/rid/3341509201.html,"hey i'm looking for a ride to wv on wednesday. would be happy to split gas, shoot me an email. 
ben",2012-10-15T19:15:12-04:00,emailnotfound
wanted; lexington to new york end october  (lexington ),lexington,http://lexington.craigslist.org/rid/3340191148.html,"two rockclimbers are looking for a ride from lexington to new york city around the end of october or early november. 
we will split gas and driving! 
anyone heading that way? 
thanks, 
ana",2012-10-15T10:52:57-04:00,emailnotfound
need ride to springfield mass (lexington ),lexington,http://lexington.craigslist.org/rid/3330842166.html,"i am wanting to move back home and am having trouble trying to figure out how to get there. 
i have a dog he is a black lab and is sweet and doesn't bite or bark at all. 
i am bring some of my things cloths, tv, important documents so not too much, i [...]",2012-10-14T11:52:58-04:00,emailnotfound
need a ride in richmond? (richmond),lexington,http://lexington.craigslist.org/rid/3322326393.html,i can give you a ride to work or wherever in richmond. i am available during the weekdays. give kristyn a call at 937-380-9599. only serious inquires. ,2012-10-13T07:13:09-04:00,emailnotfound
need a ride (richmond ky),lexington,http://lexington.craigslist.org/rid/3333596306.html,live in richmond work at hitachi 2 shift 4:30 to 3 am need someone to ride with willing to share the gas expense . thanks sherry 358 7495 ,2012-10-12T09:50:11-04:00,emailnotfound
"anybody working at labor ready? (lexington, ky)",lexington,http://lexington.craigslist.org/rid/3329922134.html,"i am looking for someone who works at labor ready and is willing to pick me up on their way in. if this is you, please contact me so we can work out compensation for gas and drive time.",2012-10-10T16:39:09-04:00,emailnotfound
need a ride home from work  (3380 paris pike),lexington,http://lexington.craigslist.org/rid/3321967281.html,"hello, 
my name is erica i moved down here from michigan a few months ago. i currently don't have a car, my roommate was giving me a ride, but has decided he doesn't want to anymore. i live a little over 5 miles away and would normally walk but i hav [...]",2012-10-07T03:18:07-04:00,emailnotfound
need ride home from work (3380 paris pike),lexington,http://lexington.craigslist.org/rid/3321965449.html,"hello, 
my name is erica i moved down here from michigan a few months ago. i currently don't have a car, my roommate was giving me a ride, but has decided he doesn't want to anymore. i live a little over 5 miles away and would normally walk but i hav [...]",2012-10-07T03:14:25-04:00,emailnotfound
toledo bound (united states),lexington,http://lexington.craigslist.org/rid/3319933126.html,ride offered from lexington to toledo or parts in between ... leaving friday oct 12 soon after the sun comes up ,2012-10-06T06:20:50-04:00,emailnotfound
ride needed to univ of mich area (lexington),lexington,http://lexington.craigslist.org/rid/3318581654.html,"split gas and driving, need to go this week. thanks. 
call 859-209-4388",2012-10-05T14:38:38-04:00,emailnotfound
